,index,Episode,Speaker,Internal,NumWords,Lines
0,0,1,Jeremy,True,1,Mmm.
1,1,1,Jeremy,False,18,"It's Toni. She's rummaging. I'm watching her rummage. God, do you know what? I think I love her."
2,2,1,Jeremy,False,15,"Mmm, everything. Her vibe. Oh, God, why does the world have to be so wrong?"
3,3,1,Jeremy,False,14,"There's only so much happiness in the world, Mark, and they're hoarding it all."
4,4,1,Jeremy,False,9,"Yeah, what would you know about love or happiness?"
5,5,1,Jeremy,False,2,"Uh, sure."
6,6,1,Jeremy,False,14,"Toni, I love you. I can't hold it in, I absolutely fucking love you."
7,7,1,Jeremy,False,9,"I'd like a ginger nut, if there are any."
8,8,1,Jeremy,False,15,"I love you, I love you, I love you, I love you, I love you."
9,9,1,Jeremy,False,5,"God, you're so... I mean…"
10,10,1,Jeremy,False,5,"Um, no, I didn't actually…"
11,11,1,Jeremy,True,8,"God, this is such a mess. It's fantastic."
12,12,1,Jeremy,False,18,Maybe I should send her a bit of ear. Or a finger. Just to show I'm really serious.
13,13,1,Jeremy,True,32,Jesus. Mark's such a honky. I'm definitely the alpha-est male here. He's probably here for community service. He looks like he's actually getting a bonk on. I'm definitely king of the hippie jungle.
14,14,1,Jeremy,True,10,Jesus Christ! She must be a tranny. She's no tranny!
15,15,1,Jeremy,True,18,I can't believe yesterday morning I was trying to jerk off to Toni's answerphone message and this morning…
16,16,1,Jeremy,False,4,"Oh, Jesus. Oh, Jesus!"
17,17,1,Jeremy,False,3,"Yeah, thanks, Jesus."
18,18,1,Jeremy,False,1,What?
19,19,1,Jeremy,False,2,Go... away!
20,20,1,Jeremy,False,1,What?!
21,21,1,Jeremy,False,12,"What? Oh for God's sake, Mark, we've both got one, haven't we?"
22,22,1,Jeremy,False,27,"Mark, your job is going to the office. My job is having sex. Yeah? That's what I do now. That's what I am. I'm a sexer. OK?"
23,23,1,Jeremy,False,2,Hey Mark.
24,24,1,Jeremy,False,8,Just gone. I'm seeing her down the Rhythms.
25,25,1,Jeremy,False,11,"Relax, Mark, it's all right. We were just feeling very horny."
26,26,1,Jeremy,False,22,"Mark, I'm just in a very erotic relationship right now. I mean, we're systematically breaking down all the taboos that society has."
27,27,1,Jeremy,False,10,Who needs romance when you're doing it up the bum?
28,28,1,Jeremy,False,5,You'd love to try it.
29,29,1,Jeremy,False,14,"Uh, you might want to give that a bit of a rinse, actually, mate."
30,30,1,Jeremy,False,7,Do I really have to do this?
31,31,1,Jeremy,False,7,"I dunno, it just feels almost... wrong."
32,32,1,Jeremy,False,7,But are you sure this isn't ...racist?
33,33,1,Jeremy,False,2,What?! Why?!
34,34,1,Jeremy,False,24,"It's not that, it's just Mum? Really? Mummy? I-I'm sorry, Nancy, I can't do it. I'm not getting anything. I'm sorry. I just can't."
