,index,Episode,Speaker,Internal,NumWords,Lines
0,0,1,Jeremy,False,6,But what's Blair going to do?
1,1,1,Jeremy,False,14,"Ha. Or a super group? Blair on guitar, Bono on vocals, Clinton on sax?"
2,2,1,Jeremy,False,2,"Hey, man."
3,3,1,Jeremy,False,10,"Oh, my God. You're wearing- why are you wearing that?"
4,4,1,Jeremy,False,17,"It's not funny, Mark. It's not funny at all. Take it off, take it off right now."
5,5,1,Jeremy,False,13,Just take it off. We'll talk about why after you've taken it off.
6,6,1,Jeremy,False,6,"No, not that. Just, we're clashing!"
7,7,1,Jeremy,False,13,"It's exactly the fucking same as clashing, all right? Just take it off."
8,8,1,Jeremy,False,18,"All right, fine. If you're taking this down to the wire, fine. I blink, you win, OK? Jesus."
9,9,1,Jeremy,False,24,"Look, it was really nice of Sophie inviting me but I've actually got loads of really important stuff I need to do this weekend."
10,10,1,Jeremy,False,8,But what about your doubts? Your crippling doubts?
11,11,1,Jeremy,False,28,Or are you just gonna bury your doubts until they erupt as a massive stroke and I have to carry you around on my back for thirty years?
12,12,1,Jeremy,False,12,"Pretty good, seven out of ten. Just keep hitting those key features."
13,13,1,Jeremy,True,21,Poor bastard. The women are gonna make marriage mincemeat out of him. He's like a wedding burger and they're the buns.
14,14,1,Jeremy,False,2,I'm sorry?
15,15,1,Jeremy,False,4,"Oh, right, that. Shit."
16,16,1,Jeremy,False,2,"Uh, no."
17,17,1,Jeremy,False,5,"OK, that's an interesting story."
18,18,1,Jeremy,True,31,"Great, I'm sitting at the children's table. I'm with the kids. I'm not part of the family at all, I'm the rubber toy brought along for the weirdo to chew on."
19,19,1,Jeremy,False,5,"Mm-hmm, Jamie, where's your gun?"
20,20,1,Jeremy,True,21,"No, of course he's not allowed 'cause he's Mark Chapman in the making and I'm very much a 21st century Lennon."
21,21,1,Jeremy,False,15,"So, I'm Jamie's bum boy, is that it? I'm the fluffer. I'm going home, Mark."
22,22,1,Jeremy,False,11,And what if I don't? Are you going to shoot me?
23,23,1,Jeremy,False,13,"If you shoot me, I'll shoot you straight back. You do realise that?"
24,24,1,Jeremy,False,6,"Congratulations, you've killed a sentient being."
25,25,1,Jeremy,False,14,"No teas for the beast-master, thanks. He feasts on the blood of his prey."
26,26,1,Jeremy,False,1,Hello.
27,27,1,Jeremy,True,16,"Oh, alone with the mum. Just act normal. She doesn't know I'm not wearing any pants."
28,28,1,Jeremy,False,16,"Oh, right, yeah. I mean, we only watched the Lion King and his Fatboy Slim DVD."
29,29,1,Jeremy,False,1,Wow.
30,30,1,Jeremy,False,3,"Right, well, brilliant."
31,31,1,Jeremy,True,16,"One Jezmobile. No strings attached. I mean, obviously loads of strings but just ignore the strings."
32,32,1,Jeremy,False,5,"So, whatcha making, Mrs. C?"
33,33,1,Jeremy,False,7,"Oh, right, Blair, yeah. I see, nice."
34,34,1,Jeremy,False,3,"Cool, very cool."
35,35,1,Jeremy,False,2,"Um, yep."
36,36,1,Jeremy,False,7,Yeah. It's good to have a friend.
37,37,1,Jeremy,True,8,Suck Mummy's finger. Do I suck the finger?
38,38,1,Jeremy,False,9,"Mmm, very good. I mean, I've got a girlfriend."
39,39,1,Jeremy,True,21,"OK, I'm finger sucking. Is this wrong? Maybe this is totally normal. Maybe this is what they do in the country."
40,40,1,Jeremy,False,1,Good.
41,41,1,Jeremy,False,5,"Yes, I do like it."
42,42,1,Jeremy,True,20,"Maybe she just likes having her finger sucked. I mean, I don't mind, but eventually it's going to get cloying."
43,43,1,Jeremy,False,4,"No, yeah, I'm sure."
44,44,1,Jeremy,False,1,Indeed.
45,45,1,Jeremy,False,3,"Technically, mm-hmm, yes."
46,46,1,Jeremy,True,29,"OK, it's not gonna be just the jam. So what am I gonna do? It's almost like a moral decision, but not really, 'cause no one will find out."
47,47,1,Jeremy,False,12,So how did it go down the pub? Make a good impression?
48,48,1,Jeremy,False,1,Yeah?
49,49,1,Jeremy,False,5,"Wow. That's... I'm impressed, Mark."
50,50,1,Jeremy,True,12,Could go for a high five. Probably not the most appropriate time.
51,51,1,Jeremy,False,6,"So, is that why, the beard?"
52,52,1,Jeremy,False,6,I thought you liked the beard.
53,53,1,Jeremy,False,8,"So, when are you gonna call it off?"
54,54,1,Jeremy,False,1,Yeah.
55,55,1,Jeremy,False,13,Right. So where are you planning to find this magical musical break-up hospital?
56,56,1,Jeremy,False,7,Why don't you just finish it now?
57,57,1,Jeremy,False,1,What?
58,58,1,Jeremy,False,1,What?
59,59,1,Jeremy,False,5,Nothing is going on there.
60,60,1,Jeremy,False,19,"Yeah. Actually, I did want to tell someone. I mean, it was so cool. She had all this jam-"
61,61,1,Jeremy,False,2,She's hot.
62,62,1,Jeremy,False,11,"I don't know, I think I made a pretty good impression."
63,63,1,Jeremy,True,4,I am James Bond.
64,64,1,Jeremy,False,10,"So come on, Mark, why haven't you told her yet?"
65,65,1,Jeremy,False,3,He can't hear.
66,66,1,Jeremy,False,11,"Can you, you big fox-hunting, badger-baiting tweed-shirt bumfuck homophobe? Oh, shit."
67,67,1,Jeremy,False,8,"So come on, are you having second thoughts?"
68,68,1,Jeremy,False,6,"So, I like your barn, Ian."
69,69,1,Jeremy,True,1,Shit!
70,70,1,Jeremy,False,21,"You know what, I'd probably just leave it. Let it slide. So, what's the best bit of metal you've ever detected?"
71,71,1,Jeremy,True,22,"Oh my God, that's why he brought us out here. He's gonna kill me. Can you kill someone with a metal detector?"
72,72,1,Jeremy,True,7,"Oh, thank you, Dan, whoever you are."
73,73,1,Jeremy,False,4,Dan. What a filthy-
74,74,1,Jeremy,False,6,"Yeah, let's get Dan. Punish Dan."
75,75,1,Jeremy,False,22,What was all that about? Trying to get him to poke me in the eye? Let him poke Dan in the eye.
76,76,1,Jeremy,False,32,"Look, stop moaning. We're out with a man who owns guns. You're chucking his daughter, and I've screwed his wife. Tonight is going, if a bit weird, extremely fucking well for us."
77,77,1,Jeremy,False,9,"Exactly. I nick your milk, you burn my barn."
78,78,1,Jeremy,False,4,"Yeah, take that, barny."
79,79,1,Jeremy,True,8,"I'm a motherfucker, that's literally what I am."
80,80,1,Jeremy,False,2,"Mmm-hmm, great."
81,81,1,Jeremy,False,20,"Oh, cool. It's got a Pret, it's got a Virgin Express, it's got a Gap and a massive Cafe Nero."
82,82,1,Jeremy,True,13,He thinks I'm his way into the music biz. Forget it. Music's full.
83,83,1,Jeremy,False,1,Mmm-hmm.
84,84,1,Jeremy,False,4,I like the lyrics.
85,85,1,Jeremy,False,17,"Well, I did see him throw a petrol bomb, but I thought that might be a joke."
86,86,1,Jeremy,False,2,"OK, thanks."
87,87,1,Jeremy,True,28,"Yeah, right. So your husband can kill me and your son can worship my stuffed corpse and you can wheel me out for a fuck. No, thank you!"
88,88,1,Jeremy,False,5,I am fucking flooring it!
89,89,2,Jeremy,False,3,How's it going?
90,90,2,Jeremy,False,16,"Big Suze was hungry. She's rich, Mark, she doesn't understand about not taking other people's stuff."
91,91,2,Jeremy,False,1,Johnson.
92,92,2,Jeremy,True,18,"Oh, I've got a sweater round my shoulders. I'm not a corporate cocksucker, I'm a human being. Sure."
93,93,2,Jeremy,False,2,"Er, no."
94,94,2,Jeremy,False,3,"What, Big Suze?"
95,95,2,Jeremy,False,1,What?
96,96,2,Jeremy,False,3,An indecent proposal?
97,97,2,Jeremy,False,10,Five hundred and thirty pounds? To sleep with Big Suze?
98,98,2,Jeremy,False,6,It certainly is an indecent proposal!
99,99,2,Jeremy,False,13,"Well, it is a bit different, 'cause you'd be putting your dick right-"
100,100,2,Jeremy,False,8,Maybe you could finger her for three hundred?
101,101,2,Jeremy,True,32,"He obviously thinks I'm some sort of scag addict bedroom DJ who can be bought off, but no one's gonna give me a medal for saying no, I am pretty broke, and..."
102,102,2,Jeremy,False,4,"OK, it's a deal."
103,103,2,Jeremy,True,24,"Is this a terrible idea? It can't be, it's in a film. They wouldn't put a terrible idea in a film, they'd get sued."
104,104,2,Jeremy,True,7,Shit. This could be a tricky sell.
105,105,2,Jeremy,False,10,"Say, Suze, do you like the films of Robert Redford?"
106,106,2,Jeremy,False,12,"He's a red-haired old gentleman, and he started the Sundance Film Festival."
107,107,2,Jeremy,False,20,"Exactly. So in that spirit, I was wondering, basically, how would you feel about sleeping with Mark's boss? For money."
108,108,2,Jeremy,False,11,"Yeah, but it's not like that. It's from a Hollywood film."
109,109,2,Jeremy,False,10,"Pimp me out, Pimp My Ride, there's a new climate."
110,110,2,Jeremy,False,22,"Yeah, sure, from one perspective, but also, is it really so different from hiring a solicitor or leasing a villa in Spain?"
111,111,2,Jeremy,False,30,"No, look, Suze, no, sorry. I love you, I love you, I've just got this big overdraft, and uh, I take it all back, there. Normal, we're back to normal."
112,112,2,Jeremy,False,10,"It was a joke, Suze. I'm hitting the reset button."
113,113,2,Jeremy,False,2,Don't go!
114,114,2,Jeremy,True,19,"God, I only asked her to be a hooker. It's not like I wanted her to work in telesales."
115,115,2,Jeremy,True,22,"Here we go, Big Suze's place. If she won't take my calls, how about I hit her with some petrol station flowers?"
116,116,2,Jeremy,False,1,Johnson?!
117,117,2,Jeremy,False,5,What the hell are you-?
118,118,2,Jeremy,False,5,"Suze, what's he doing here?"
119,119,2,Jeremy,False,4,What do you mean?
120,120,2,Jeremy,True,6,He didn't even pay for her.
121,121,2,Jeremy,False,3,No I wouldn't!
122,122,2,Jeremy,False,32,"You can't treat me like this, Johnson! You owe me! I'll take this to the Citizens Advice Bureau, Yeah? How'd you like those guys on your ass? I don't give up, Alan!"
123,123,2,Jeremy,False,6,"Hey hey, it's me! Surprise visit!"
124,124,2,Jeremy,False,5,"I'm here to party, man!"
125,125,2,Jeremy,False,19,"No, no, God no. Maybe. Listen, I need to find Big Suze. There's no answer at her room, so..."
126,126,2,Jeremy,False,7,That was before we stopped going out.
127,127,2,Jeremy,False,7,"Exactly, duh. That's how love works, Mark."
128,128,2,Jeremy,False,2,"Hey, Suze."
129,129,2,Jeremy,False,22,"Me, nothing. I was just passing through Kettering, and I thought, hey, I know someone who's gone to Kettering for the weekend."
130,130,2,Jeremy,False,30,"Honestly, I was always coming to Kettering. I like it here, it's a party town. Look, come on, Suze. I mean, let's sort this. What do you see in Johnson?"
131,131,2,Jeremy,False,7,Come on. Is it because he's black?
132,132,2,Jeremy,False,20,"Well, you're making a mistake, Suze, because he's terrible at being black. I'm a better black man than he is."
133,133,2,Jeremy,False,48,"Look, Suze, being black isn't about the colour of your skin. It's about vibe, about hanging out, kicking back, smoking a number, fighting prejudice and negative stereotypes wherever you find them, yeah? I'm down with all that. Is Johnson? I mean, what's Johnson done for black people lately?"
134,134,2,Jeremy,False,4,"Yeah, apart from that."
135,135,2,Jeremy,False,23,"I did not try to sell her body to another man. I tried to rent out her sexual organs, on a one-use basis."
136,136,2,Jeremy,False,10,So you didn't fancy a night out with the team?
137,137,2,Jeremy,False,6,Really? God. Men. Do you wanna...?
138,138,2,Jeremy,False,13,"Oh, go on. Before you get your booty locked up by Captain Corrigan."
139,139,2,Jeremy,True,32,She's so cool and nice. How did Mark even manage to get anything going with her? I guess she must have some massive character defect that only becomes apparent after a while.
140,140,2,Jeremy,False,23,"Oh, pretty terrible. I mean, I came to try and win her back, but I don't even know if I like her, or..."
141,141,2,Jeremy,False,3,"Four? Oh, yeah."
142,142,2,Jeremy,True,16,"Jesus, I've had sex with more men than that and I basically only sleep with women."
143,143,2,Jeremy,False,16,"I mean, you might slip another one or two in just to get your average up."
144,144,2,Jeremy,False,9,"Oh, you're attractive. You're a hottie, Soph, you're hot."
145,145,2,Jeremy,False,5,"Well, here's to being hot."
146,146,2,Jeremy,True,56,"Shit, is this gonna happen? This is almost definitely a terrible idea. But I won't know for certain until I've actually done it. Nope, I was right, that was a terrible idea. That's probably the stupidest thing I've ever done in my life. Although, maybe actually screwing each other will kind of make it weirdly better."
147,147,2,Jeremy,False,16,"Cool, right, well. I'll probably head off. You know, get some sleep in the utility area."
148,148,2,Jeremy,False,32,"No, mate, no, no. No, I'm fine in the utility area. I've got it all set up, you know, a couple of bog rolls for a pillow, and a wicked big tarpaulin."
149,149,2,Jeremy,False,10,"You're a bloody good guy. God, you're a great guy."
150,150,2,Jeremy,False,7,"Isn't he a bloody good guy, Soph?"
151,151,2,Jeremy,True,26,"I feel so bad about betraying Mark. Still, another snog for Jez's snog book. Hmm, he looks terrible. Looks like he could do with a friend."
152,152,2,Jeremy,False,1,Mark?
153,153,2,Jeremy,True,10,"God, I really hope I don't still smell of Sophie."
154,154,2,Jeremy,False,7,"What's on the piece of paper, Mark?"
155,155,2,Jeremy,False,12,Is there something on that piece of paper that's made you sad?
156,156,2,Jeremy,False,12,Is it something to do with history? Have they stopped history books?
157,157,2,Jeremy,False,7,"Oh, that's horrible, who sent you that?"
158,158,2,Jeremy,False,4,Let's have a look.
159,159,2,Jeremy,False,1,Shit.
160,160,2,Jeremy,False,5,Maybe you should run away.
161,161,2,Jeremy,False,30,"Well, I mean, people say it like it's a bad thing, you know, running away from your problems. But if your problems never catch up with you, what's the hitch?"
162,162,2,Jeremy,False,18,What do you care? You'd be in the woods playing the ukulele with the rabbits and the squirrels.
163,163,2,Jeremy,False,3,"Do it, man!"
164,164,2,Jeremy,True,39,"I think that was good advice. I mean, I didn't actually expect him to do it. Maybe I wouldn't have said it if I'd thought there was any chance of him actually doing it, but, yep, there he goes."
165,165,2,Jeremy,True,15,"Hiding out in a car park. He's not exactly Grizzly Adams, but it's a start."
166,166,2,Jeremy,False,22,"I know my rights. I've spoken to my friends at the Citizens Advice Bureau. Pay up, or I shall make a disturbance."
167,167,2,Jeremy,False,12,I'll take it. And you know what? This means nothing to me.
168,168,2,Jeremy,False,44,"I haven't got a penny in the world, Suze, but this means nothing to me without you. [Jeremy throws the cash out of the window] There, you see? Now do you see? That's how I feel. Now will you go back out with me?"
169,169,2,Jeremy,False,7,"In that case, if you'll excuse me."
170,170,3,Jeremy,False,19,Just doodles. It's a logo for when people are in touch about doing baseball caps with my initials on.
171,171,3,Jeremy,False,3,Who's Matt Townsend?
172,172,3,Jeremy,False,9,"Mark, are you having some kind of mental breakdown?"
173,173,3,Jeremy,False,25,"I don't need to pay money to join a gym. The world is my gym. The hills, the trees, the rivers, they are my gym."
174,174,3,Jeremy,False,17,It's her birthday. I'm going to pick the most savage ones and then post them to her.
175,175,3,Jeremy,False,27,"No, I have. This is how I've got over it. Right. Have you got any spare carrier bags? 'Cause I'm going out to collect some dog shit."
176,176,3,Jeremy,False,1,Mark?
177,177,3,Jeremy,False,24,"Oh, I got a bit drunk and posted that stuff to Big Suze, and then I sobered up and sort of had second thoughts."
178,178,3,Jeremy,False,4,"Oh, shit. Come on."
179,179,3,Jeremy,False,8,"What am I doing with my life, Mark?"
180,180,3,Jeremy,False,31,"I'm such a cock-ring. I drove Nancy away, Big Suze left me. I just wish something would work out for me, you know? Maybe my life's just on the wrong track."
181,181,3,Jeremy,False,16,I can't believe you saw her last night but waited till this morning to tell me.
182,182,3,Jeremy,False,6,She must be coming in soon.
183,183,3,Jeremy,False,1,Nancy!
184,184,3,Jeremy,False,14,This is so- wow! I didn't know you were even back in the country.
185,185,3,Jeremy,False,11,"Yeah, we should get together. You know, have a drink, reminisce?"
186,186,3,Jeremy,False,11,"Or the good times. You know, the Robin Williams DVD marathon."
187,187,3,Jeremy,False,14,"Or our wedding day. I mean, that was a happy memory. Remember that, wifey?"
188,188,3,Jeremy,False,21,"She's gone. Still, try again tomorrow, she'll probably feel a whole lot differently. So, can you give me another guest pass?"
189,189,3,Jeremy,False,2,It's important.
190,190,3,Jeremy,False,6,Who to? One of your friends?
191,191,3,Jeremy,False,23,"Oh come on, mate. How am I going to see Nancy again if you don't give me a pass? She clearly hates me."
192,192,3,Jeremy,False,12,I'm not giving up that easily. Faint heart never won fair maid.
193,193,3,Jeremy,True,28,"Perfect. Job at the gym. If me and Nancy are trapped together, she'll naturally start to fancy me. Just like the way people fuck each other in prison."
194,194,3,Jeremy,False,6,"That OK, I'm fine with that."
195,195,3,Jeremy,False,4,I like long hours.
196,196,3,Jeremy,False,6,"I like that, it sounds interesting."
197,197,3,Jeremy,False,5,I find that stuff interesting.
198,198,3,Jeremy,True,5,Don't want to seem overqualified.
199,199,3,Jeremy,False,3,What's a novel?
200,200,3,Jeremy,True,35,"Letting her go first, just as though she's the same as me, or even better. God, I'm amazing. I hope they get to go on the equipment free after hours, that'll be nice for them."
201,201,3,Jeremy,False,2,"Hi, Nancy."
202,202,3,Jeremy,False,8,"Yup, I work here now. Amazing coincidence, yeah?"
203,203,3,Jeremy,False,46,"Look, Nance, since we're gonna be work colleagues now, I think it's important that I clear the air about me cheating on you. That was a terrible, terrible thing to do and I am sorry. You know, I haven't even really had sex since you left."
204,204,3,Jeremy,False,14,"No, sure, maybe a bit of oral, but I could never really enjoy it."
205,205,3,Jeremy,False,9,"Exactly, we'll be friends, like the friends on Friends."
206,206,3,Jeremy,True,16,"Who were such good friends, they got bored of being friends and started screwing each other."
207,207,3,Jeremy,False,6,"So, what's new in your world?"
208,208,3,Jeremy,False,1,Great.
209,209,3,Jeremy,False,17,"Well that's what you should do, then. You should bone him. I'd like to watch. Only joking."
210,210,3,Jeremy,True,11,"Must remember, watching someone you love having sex isn't that fun."
211,211,3,Jeremy,False,1,No.
212,212,3,Jeremy,False,8,"Don't think so, she's not really my type."
213,213,3,Jeremy,False,12,"Poland isn't in the third world, Nance. They don't live in huts."
214,214,3,Jeremy,True,26,"Maybe I can use Eva as a decoy. ""Hey Nancy, I fancy your friend,"" then ""Oh shit, look, my lips have slipped and I'm kissing you."""
215,215,3,Jeremy,False,40,"You know, I'm the first white English person on the cleaning staff. I'm getting a whole new view of life, the other side of the potato. They have these sandwiches, but they don't come from shops, they make them themselves."
216,216,3,Jeremy,False,32,"It's like Titanic. You're upstairs in your starched collar, while I'm down below decks dancing a jig with the Poles and the Africans, having a better time than you could possibly imagine."
217,217,3,Jeremy,False,2,"Hey, Nancy!"
218,218,3,Jeremy,False,15,"So, I've been thinking about what we discussed, and I do actually, definitely, fancy Eva."
219,219,3,Jeremy,False,29,"Oh, Nancy, you know me, I don't really have a type. If it moves, I'll try and hump it. So tonight, why don't we all go to the cinema?"
220,220,3,Jeremy,True,1,Fuck.
221,221,3,Jeremy,False,27,"Yeah, but do you really wanna take the risk of asking him? There's a chance he might just laugh in your face and call you a slag."
222,222,3,Jeremy,False,12,"Great, OK! We'll set it up for the staff party on Thursday."
223,223,3,Jeremy,True,30,"Oh yeah, I'm awesome all right. I'm an awesome shit. I'm the cuckoo in the nest, the python in the toy box, and, quite possibly, the man of your dreams."
224,224,3,Jeremy,False,4,"It's Matt, isn't it?"
225,225,3,Jeremy,False,10,"Jeremy, yeah. I've got a message from Nancy on reception."
226,226,3,Jeremy,False,14,"Yeah, she says she's seen you looking at her and she thinks you're disgusting."
227,227,3,Jeremy,False,21,"Yeah, she says you stare at her like a sex offender. And, if you keep doing it, she'll call the police."
228,228,3,Jeremy,False,26,"I'll tell her. But she says if she sees you doing it again, she knows some bad dudes and they'll... do you even want to know?"
229,229,3,Jeremy,False,13,She says they'll rip your cock off and stuff it in your mouth.
230,230,3,Jeremy,False,8,Sorry to be the messenger. Don't shoot me!
231,231,3,Jeremy,False,7,"It's cool. I've got your back, dude."
232,232,3,Jeremy,True,12,And I've got your hairy plums in the palm of my hand.
233,233,3,Jeremy,True,22,"Staff party, Nancy, sauna, champagne. This is the kind of thing that should be happening to me on a daily fucking basis."
234,234,3,Jeremy,False,10,"Oh, she went to chill out in the flotation tank."
235,235,3,Jeremy,False,27,"No, no. I made a joke about Lech Wałęsa and she took offence, then she started getting really snitty about UK hip-hop so things just fell apart."
236,236,3,Jeremy,True,5,Could use my sauna line.
237,237,3,Jeremy,False,7,"Cor, it's like a sauna in here!"
238,238,3,Jeremy,True,15,Classic line. That is just a great line. Got to manoeuvre more dates into saunas.
239,239,3,Jeremy,False,7,"So, how's it going? Enjoy the party?"
240,240,3,Jeremy,False,8,"As a matter of fact, I did, yeah."
241,241,3,Jeremy,False,5,I probably shouldn't tell you.
242,242,3,Jeremy,False,17,"He said he's not really into anything serious at the moment. He's looking for, quote-unquote, a fuck-monkey."
243,243,3,Jeremy,False,9,"Yeah, and not even the good kind of fuck-monkey."
244,244,3,Jeremy,False,39,"Men do and say horrible things. I know I have, but I'm lucky because I've been given another chance to be your friend. And I wouldn't trade a moment of that friendship for a lifetime of fuck-monkey jungle action."
245,245,3,Jeremy,False,2,What the-?
246,246,3,Jeremy,True,16,"The gooseberry's revenge! That hairy gooseberry, she couldn't just stay in her bloody punnet, could she?"
247,247,3,Jeremy,False,12,"I don't know, maybe some stoned weightlifter playing a prank or something?"
248,248,3,Jeremy,False,18,"Still, there are worse places to get trapped, right? I mean, you must be bloody relaxed by now."
249,249,3,Jeremy,False,15,"Er, the one affecting me, then I can have the one affecting you as dessert."
250,250,3,Jeremy,False,7,What?! What about all my fuck-monkey stuff?
251,251,3,Jeremy,False,10,"Oh, shit. That's disgusting. I'm depressed. What's your bad news?"
252,252,3,Jeremy,False,5,What's so bad about that?
253,253,3,Jeremy,False,1,Oh.
254,254,3,Jeremy,False,21,"But isn't it quite good if she does find out? I mean, you know, so you don't break both your hearts?"
255,255,3,Jeremy,False,2,"Right, yeah."
256,256,3,Jeremy,True,6,Like that's ever going to happen.
257,257,3,Jeremy,False,42,"Well, what am I going to do? Maybe I'll tell Nancy Matt's got AIDS. But then she'd say, ""Sorry,"" and he'd say, ""Why?"" And she'd say, ""Oh, I thought you had AIDS."" And he'd say, ""No."" And then they'd just start fucking."
258,258,3,Jeremy,False,1,Sorry.
259,259,3,Jeremy,False,12,"Yeah, get rid of Matt. And fast, before Nancy asks him out."
260,260,3,Jeremy,False,11,Kill him? There's an incinerator round the back of the gym.
261,261,3,Jeremy,False,8,We could say he poos in the pool.
262,262,3,Jeremy,False,25,"He'd definitely get the sack for that. Plus, what kind of a freak would do that? It should screw his chances with Nancy for good."
263,263,3,Jeremy,False,19,"No, we just lie. Shame in a way, because I've always kind of wanted to poo in a pool."
264,264,3,Jeremy,False,7,"It'll be fine, just follow my lead."
265,265,3,Jeremy,True,7,"Not straighten out, sack the innocent man!"
266,266,3,Jeremy,False,5,There was that other thing.
267,267,3,Jeremy,False,12,"Yes, the other thing. Remember, what you told me? About your knob?"
268,268,3,Jeremy,False,12,You should have thought about that when you were touching his cock.
269,269,3,Jeremy,False,16,"Oh, Nance, he's a pool poo-er. You know what that means? He poos in the pool."
270,270,3,Jeremy,False,6,"Oh, that's great, thanks a lot."
271,271,3,Jeremy,False,4,"Yeah, exactly. Fuck off."
272,272,3,Jeremy,False,9,"He really doesn't know us at all, does he?"
