,index,Episode,Speaker,Internal,NumWords,Lines
0,0,1,Jeremy,True,26,"Hans has sold out, a job and a suit, and now we're burning all our band stuff. Even the contract we signed with God on Mephedrone."
1,1,1,Jeremy,False,6,Are we really gonna do this?
2,2,1,Jeremy,False,3,"Dunno, Thirteen Bastards?"
3,3,1,Jeremy,False,2,"More, Mark?"
4,4,1,Jeremy,False,19,Could you please stop trying to kill me with flat packs? I'm on my way. I'm going. I'm gone.
5,5,1,Jeremy,False,3,Basically I have.
6,6,1,Jeremy,False,2,Cheers man.
7,7,1,Jeremy,True,6,"Not the bag, never Hans' bag."
8,8,1,Jeremy,True,15,Why didn't I get the job tip? We could have been the Chemical Toilet Brothers.
9,9,1,Jeremy,False,1,Jeff?
10,10,1,Jeremy,False,3,"Yeah, stocking up."
11,11,1,Jeremy,False,14,"Yeah, I've just got the feeling maybe I'm gonna get to finish these lentils."
12,12,1,Jeremy,False,23,"To confuse them. Fucking Nectar inspectors. That's why I got the denture cleaner, to throw them a weird one. ""Who are these guys?"""
13,13,1,Jeremy,False,1,Mm-hm.
14,14,1,Jeremy,False,6,"Yeah, I'm too big to fail."
15,15,1,Jeremy,False,6,I do know what that means.
16,16,1,Jeremy,False,10,"Anyway, it's cool. I've always got the ""Three-oh Walcott"" millions."
17,17,1,Jeremy,False,5,It is a good plan.
18,18,1,Jeremy,False,21,"God, I'd love to do therapy. Get someone's hands in my brain, have a root around. I just can't afford it."
19,19,1,Jeremy,False,6,"It's not with electric, is it?"
20,20,1,Jeremy,False,8,Really? Are you sure? What about the stain?
21,21,1,Jeremy,False,14,"Dude, I thought you were going to wheedle me for ages about the stain."
22,22,1,Jeremy,False,4,"I love you, Mark."
23,23,1,Jeremy,False,8,"I've seen it, he is a shit bag."
24,24,1,Jeremy,True,33,"Right. Therapy. What do I really want from therapy? A harsh, unremitting stare at the bare facts of my actual life. Oh, fuck that, he's eating a Twix! I can't take him seriously."
25,25,1,Jeremy,False,11,"Sorry, I'm Mr. Smith, wrong house, I'm not coming back, goodbye."
26,26,1,Jeremy,False,9,"Oh, good. Yeah, amazing. Reckon I'll be cured soon."
27,27,1,Jeremy,False,17,"I don't really want to go into it, but we hit upon a lot of key issues."
28,28,1,Jeremy,True,4,Me and Doctor Bhaji.
29,29,1,Jeremy,False,5,"Oh, er... no, that's right."
30,30,1,Jeremy,False,2,"Oh, good."
31,31,1,Jeremy,True,17,Is he fucking me? How would he know? Unless he drives around in a Jeremy detector van.
32,32,1,Jeremy,False,1,Lovely.
33,33,1,Jeremy,False,5,"Oh, you know. A... mixture."
34,34,1,Jeremy,False,4,You're such a bastard.
35,35,1,Jeremy,False,11,"You know, don't you? You know exactly what's wrong with it."
36,36,1,Jeremy,False,4,I'm not saying it.
37,37,1,Jeremy,False,37,"All right, I didn't go to the therapist. I had onion bhajis instead. You're the king, I'm a piece of shit. I pissed it up the wall just like I piss everything up the wall. Happy now?"
38,38,1,Jeremy,False,9,I'm a shithead. I need help. I need therapy!
39,39,1,Jeremy,False,1,Bullshit.
40,40,1,Jeremy,False,6,Bloody hell. That is so Gerrard.
41,41,1,Jeremy,False,10,"Mmm. He had a weak everything, to be fair, Dobs."
42,42,1,Jeremy,True,7,"Ooh, he's gone over the edge there."
43,43,1,Jeremy,True,23,"Hmm, he looks OK. Wonder what's wrong with him? Mistook his wife for a hat? Mistook his hat for a Child Called ""It""?"
