,index,Episode,Speaker,Internal,NumWords,Lines
0,0,1,Jeremy,False,17,"You know, these are nice. Nice shot of you two, nice font. Just a great all-round package."
1,1,1,Jeremy,False,20,"What for? In case you marry someone else called Sophie, who looks exactly like Sophie, and you don't jilt her?"
2,2,1,Jeremy,False,30,"Paula... Yello. How's my hot date for tonight? Hmm? Heather? Yeah, I think I remember. Double date? Yeah, why not? Yeah, I think I've got just the guy. Hang on."
3,3,1,Jeremy,False,4,"Mark, double date, tonight?"
4,4,1,Jeremy,False,9,"Mark, beggars can't be choosers. She's an actual woman."
5,5,1,Jeremy,False,26,"OK, I've got someone. Tell her not to get her hopes up, but he's a safe pair of hands. Yeah, see you there. Bye-bye, bye, bye."
6,6,1,Jeremy,False,5,You're back in the game!
7,7,1,Jeremy,False,10,"She's a friend of Paula's. You remember Paula, Toni's sister?"
8,8,1,Jeremy,False,11,"No, Paula's cool. She's cultural. We're gonna see a play tonight."
9,9,1,Jeremy,False,56,"Yeah I know, but relax, it's all different now, they've moved on. They use proper actors. You know, Americans and people off the telly. And they're all based on films, so it's fine. We might need to tidy up a bit. And we might have to un-tape the DVD and video and TV and Sky remotes."
10,10,1,Jeremy,False,17,"It smells wrong. I mean, the Megatron doesn't say ""urban free-wheelers"". It says ""sofa masturbators"", you know?"
11,11,1,Jeremy,False,7,Here we are. What are you doing?
12,12,1,Jeremy,False,6,There they are. Heather's the blonde.
13,13,1,Jeremy,False,9,Will you keep it together? Just play it cool.
14,14,1,Jeremy,False,4,"Heather, this is Mark."
15,15,1,Jeremy,False,5,"So, great to see you."
16,16,1,Jeremy,False,2,Oh. OK.
17,17,1,Jeremy,False,3,It wasn't me.
18,18,1,Jeremy,False,20,"It's symptom-less? Oh, right. So, what's the biggie? I mean, no one minds if the Invisible Man comes to dinner."
19,19,1,Jeremy,True,15,Maybe I can get into this. Sexually transmitted disease. Sexually-transmitted. Sexually. Sexy. I'm feeling sexy.
20,20,1,Jeremy,True,3,Not so sexy.
21,21,1,Jeremy,False,7,When do we get to go out?
22,22,1,Jeremy,False,6,You're kidding. I think I'll die.
23,23,1,Jeremy,False,7,"Oh, God! Why aren't we watching television?"
24,24,1,Jeremy,False,24,"I've got Heat on DVD at home. We're watching this, when for less money we could be watching Robert De Niro and Al Pacino."
25,25,1,Jeremy,False,7,OK. Let's pretend we're just watching Heat
26,26,1,Jeremy,False,4,"Look, let's just go."
27,27,1,Jeremy,False,8,Screw the date! No date is worth this.
28,28,1,Jeremy,False,3,I'm going. Come!
29,29,1,Jeremy,True,27,This is amazing. I wasn't meant to be out till eleven and it's not even nine! I've time-travelled. I've made time! I could do anything. I'm golden!
30,30,1,Jeremy,False,12,Here you go mate. Go and see the second half. It's shit.
31,31,1,Jeremy,False,6,"Mark, look. Look what's bloody happened."
32,32,1,Jeremy,False,6,Exactly. That's exactly what I thought.
33,33,1,Jeremy,False,30,"Well, no, I thought I'd check with you first 'cause, you know, I didn't know if... I mean, what do you call? Or do you do it all online now?"
34,34,1,Jeremy,False,11,I don't know. Maybe I'm in shock. I've lost some CDs.
35,35,1,Jeremy,False,33,"And they nicked my little bit of dope. Actually maybe I smoked that, but they might have done. They certainly nicked the PlayStation. Shall we get some pizza? We're too stressed to cook."
36,36,1,Jeremy,False,13,"I know, everything's shit. You've lost your iPod, I've got chlamydia. American Hot?"
37,37,1,Jeremy,False,9,"Yeah, Paula told me. Still, it's only chlamydia. Symptom-less."
38,38,1,Jeremy,False,3,"What? Oh, yeah."
39,39,1,Jeremy,False,6,"Well, yeah, yeah. At some point."
40,40,1,Jeremy,False,11,"Yeah, all right, Dr. Miriam Stoppard. Fine, I'll do it! Jesus!"
41,41,1,Jeremy,False,10,"Oh, God! That is so- why do burglars do that?"
42,42,1,Jeremy,False,16,"Oh, that was me actually. Sorry. You know, I don't always remember to... I get distracted."
43,43,1,Jeremy,False,33,"Yeah. So I've been getting in touch with all my exes because there's something I need to tell them. But I just thought, why not turn it into a bit of a date?"
44,44,1,Jeremy,False,2,Is he?
45,45,1,Jeremy,False,24,My news? What is my news? My news... is that... I've just got this hunch that everything's going to turn out OK in Iraq.
46,46,1,Jeremy,False,33,"Yeah well obviously everyone seems to have this massive downer on the whole thing but I say, ""It ain't over till it's over, baby."" So what shall we have to drink, to celebrate?"
47,47,1,Jeremy,True,42,"Shit. Can't ask how much. Restaurant. You have to pretend you're infinitely wealthy, for some reason. OK, flicking, looking. If only I knew the name of any other wine. What's a wine? Is the one Hannibal Lecter drinks real or a joke?"
