,index,Episode,Speaker,Internal,NumWords,Lines
0,0,1,Jeremy,True,21,"OK Jez, the love of your life's coming back today, finish this shitty relationship. Shot to the head, nice clean kill."
1,1,1,Jeremy,False,1,Yeah.
2,2,1,Jeremy,True,18,"She might go angry, and I don't like her when she's angry. Just got to tough it out."
3,3,1,Jeremy,False,5,"Um, listen, Michelle, about us."
4,4,1,Jeremy,False,27,"Oh, right. That's interesting, because I was thinking that I like you loads and loads, obviously, but that also we could not see each other any more."
5,5,1,Jeremy,False,22,"Well, I mean instead of us calling each other up and kind of meeting up and hanging out, we could try... not."
6,6,1,Jeremy,False,1,You.
7,7,1,Jeremy,True,3,"Nothing, it's just-"
8,8,1,Jeremy,False,22,"Right, no, kind of what I was saying was that we should split up and not see each other any more because-"
9,9,1,Jeremy,False,2,"Well, yeah."
10,10,1,Jeremy,False,8,"Yeah. I mean, what would that involve exactly?"
11,11,1,Jeremy,False,18,I guess I've always wondered what it might be like to have a threesome. Is that too much?
12,12,1,Jeremy,True,28,"This'll be OK, I'll just do the threesome tomorrow, then finish with her. Bit ungentlemanly but then, it's a threesome, it's not exactly Romeo and Juliet is it?"
13,13,1,Jeremy,False,5,Hey Mark. You all right?
14,14,1,Jeremy,False,10,...cool mate? If I have a bit of your parsley?
15,15,1,Jeremy,False,6,It's just a bit of parsley!
16,16,1,Jeremy,False,5,"Oh man, that is unlucky."
17,17,1,Jeremy,True,10,"Of course, they target the frail, they smell the weak."
18,18,1,Jeremy,False,8,"So, what happened, did they pull a knife?"
19,19,1,Jeremy,False,3,"Jesus, a shooter?"
20,20,1,Jeremy,False,1,No?
21,21,1,Jeremy,False,11,"Uh-huh. So, they asked, and you just gave them your wallet?"
22,22,1,Jeremy,False,27,"Gentlemen who asked for your possessions. Mark, you've gotta toughen up. This is the twenty-first century. You've seen Mad Max haven't you? That's what's going to happen."
23,23,1,Jeremy,False,25,"Oh sure mate, you live in your Hitchhikers' Guide world where you wander round in your dressing gown and have a nice cup of tea."
24,24,1,Jeremy,False,18,"Right, it's just, I was hoping, you know, it's my big meal, the big night with big Suze."
25,25,1,Jeremy,False,11,"Yeah, kind of. I mean no. She offered me a threesome."
26,26,1,Jeremy,False,28,"Oh I am, Mark, totally. She called again tonight. God, what a great call. You know, it was like the old days, she was laughing like a... maniac!"
27,27,1,Jeremy,False,23,Oh well I had a bit of a plan about that. I thought I wouldn't tell big Suze about Michelle or the threesome.
28,28,1,Jeremy,False,4,"It's good, isn't it?"
29,29,1,Jeremy,False,16,"Well that's just as well then isn't it, because now she's coming back. So shut up."
30,30,1,Jeremy,False,1,Mark.
31,31,1,Jeremy,False,2,Hey Soph.
32,32,1,Jeremy,False,5,Where's all the Ikea candles?
33,33,1,Jeremy,False,6,"It's Suze, big Suze is here!"
34,34,1,Jeremy,False,13,"Big Suze, my God you're looking great. Three years, yeah? Three bloody years!"
35,35,1,Jeremy,False,5,"Right, what a weird coincidence."
36,36,1,Jeremy,False,5,Stu? What's Stu? Who's Stu?
