Season,Episode,Speaker,To,Line,Location
6,1,Mark,Super Hans,"Now, look, Hans, I want you to be careful taking it out.",Hall
6,1,Super Hans,Mark,"Yeah, he's a big bastard, I'll give you that. Maybe I can break him down, cut him down to size. If you want, I could get the axe.",Hall
6,1,Mark,Super Hans,The axe?,Hall
6,1,Super Hans,Mark,"Just a hand axe, Mark, not a felling axe.",Hall
6,1,Mark,Super Hans,"No, Hans, no axes.",Hall
6,1,Jeremy,Mark,"I could help for a little sweetener, a fiver?",Hall
6,1,Mark,Jeremy,"A fee? Oh I suppose you never really sat on that sofa much, did you? Maybe just for about a hundred thousand hours. And I suppose you won't sit on the new sofa much, either.",Hall
6,1,Jeremy,Mark,"I just need money, Mark.",Hall
6,1,Mark,Jeremy,"Yes, well, I don't want to pay you for domestic chores. That's why I'm abusing my management position to get you challenging work at JLB.",Hall
6,1,Jeremy,Mark,"I don't need to be challenged, Mark, I just need something to do in the mornings, some purpose. I'm tired of staring at my own winkle all day.",Hall
6,1,Mark,Super Hans,And careful bringing the new one in. Chipped paintwork and abrasions to the upholstery will result in deductions.,Hall
6,1,Super Hans,Mark,"Yeah, yeah, yeah, ""terms and conditions apply"", ""this energy drink may cause anal discharge"", et cetera.",Hall
6,1,Jeremy,Jeremy,"Hasn't got a girlfriend so he buys a new sofa. You can't fuck a sofa, mate, take it from me.",Hall
6,1,Jeremy,Mark,"This suit, it's sapping my vibe, my powers. I can't think right.",Mark's Room
6,1,Mark,Jeremy,"Yeah, well, why don't you get another job? You could explore that opening at the giant beanstalk, catching the golden eggs as they fall from the arse of the giant's chicken.",Mark's Room
6,1,Jeremy,Mark,"I mean, there weren't any jobs when I didn't want a job. And now I do want a job, there are like, totally, no jobs. Not just like, there aren't any jobs, but like, there are totally, quite literally, no jobs.",Mark's Room
6,1,Super Hans,Jeremy,"You should just get a van. With a van, it's like you've got an MBA. But you've also got a fucking van, yeah? You're not just a man any more. You are a man with a van. You get a van, Jez, we could be men with ven. This is a bunch of stuff, got left on board. Thought you could feast on this lot.",Mark's Room
6,1,Jeremy,Super Hans,"What is it, sex stuff, booze, drug gear?",Mark's Room
6,1,Super Hans,Jeremy,Baby shit.,Mark's Room
6,1,Jeremy,Super Hans,What?! Why'd you bring that in here?,Mark's Room
6,1,Super Hans,Jeremy,"Well, you two are on some baby tip, ain't ya? One of you is the father of Sophie's Jerry Springer baby.",Mark's Room
6,1,Mark,Super Hans,We're not doing baby.,Mark's Room
6,1,Jeremy,Super Hans,There'll be plenty of time for the baby later.,Mark's Room
6,1,Mark,Super Hans,"The baby's too big. You can't look at it, Hans, it's like the sun.",Mark's Room
6,1,Jeremy,Super Hans,"Yeah, that's the policy. What's in there, anyway?",Mark's Room
6,1,Super Hans,Jeremy,Baby shit.,Mark's Room
6,1,Jeremy,Super Hans,So small.,Mark's Room
6,1,Mark,Jeremy,"No, no, no thank you. Put it under the bed, Jeremy.",Mark's Room
6,1,Jeremy,Mark,"OK, yeah, it's going under there. Right, it's under there now. It'll be safe under there.",Mark's Room
6,1,Mark,Jeremy,"OK, keys, change, wallet, phone. OK?",Mark's Room
6,1,Jeremy,Mark,"Jesus, you are something else.",Mark's Room
6,1,Mark,Jeremy,Thank you very much.,Mark's Room
6,1,Jeremy,Jeremy,"He took the insult as a compliment. Shit, he could become invulnerable.",Mark's Room
6,1,Mark,Jeremy,"I'm just going to take off my flatmate hat and put on my much larger, new JLB manager's hat.",Hall
6,1,Jeremy,Mark,Have you not sorted this yet?,Hall
6,1,Mark,Others,"Hi, Colin, listen, buddy, could you do me a favour and take a punt on a grunt? Yeah, farmyard fodder, a day player. No overheads, no holiday, no contract. Cut and shut, a phone pig. Ha-ha! Exactly, cool, bro, thanks.",Hall
6,1,Jeremy,Mark,"Phone pig? You're not going to lord it over me, are you, Mark?",Hall
6,1,Mark,Jeremy,Of course not.,Hall
6,1,Mark,Mark,Maybe I could make him wear a little coloured hat like they do with chimpanzees. A cone with a propeller on top. I might tell him it's a first day tradition.,Hall
6,1,Jeremy,Jeremy,"Wow, she is one hot tamale.",Apollo House
6,1,Mark,Jeremy,Did you hear the boiler in the night? Were you hot?,Apollo House
6,1,Jeremy,Mark,"Whatever, I sleep naked, head out of the window, so when I wake up it's just me and the universe.",Apollo House
6,1,Mark,Jeremy,But how? Your bed's on the other side of the room.,Apollo House
6,1,Jeremy,Mark,Got a system.,Apollo House
6,1,Jeremy,Jeremy,"The maestro, magically made her think of me naked. He didn't even clock her, tragic.",Apollo House
6,1,Mark,Mark,"Think she spotted it. Just, yeah, that's right, sweetheart. Ergonomic management keyboard.",Apollo House
6,1,Mark,Jeremy,"So this is it, Jeremy, the field of screams. Colin will be in in ten, but I think this'll be your... area.",JLB
6,1,Jeremy,Mark,"What, all of it?",JLB
6,1,Mark,Jeremy,"Er, yes.",JLB
6,1,Jeremy,Mark,"Cool. Whoa, it's tippy, I've got a tippy chair.",JLB
6,1,Mark,Jeremy,"Yeah, so you'll just be following the cold-calling script.",JLB
6,1,Jeremy,Mark,"There's a script? So I'll be, like, an actor?",JLB
6,1,Mark,Jeremy,"Exactly, Jeremy, you'll be just like an actor, like Al Pacino or Jeremy Irons. Just tell everyone you call up ""hello, you've been specially selected as eligible for our exclusive introductory interest rate.""",JLB
6,1,Jeremy,Mark,"Well, no, not everyone, 'cause if it's exclusive, then... Oh my God. It's wheels within wheels. I've been invited inside with the bean counters and the water boarders.",JLB
6,1,Mark,Mark,At some point he's going to find out what goes in sausages.,JLB
6,1,Mark,Mark,"Out with the artificial limb, the salary man keyboard. In with the dominator, the Death Star. Yeah, Dobby, I'll summon her in later. Er, Dobby, I seem to be having a server problem. Could you have a fiddle? I think the problem is in my pants.",JLB
6,1,Mark,Jeff,"Oh, Jeff!",JLB
6,1,Jeff,Mark,"I'm busy, Mark.",JLB
6,1,Mark,Jeff,Not too busy to check in with your boss.,JLB
6,1,Jeff,Mark,"You're not me boss, Mark. Stop calling yourself me boss.",JLB
6,1,Mark,Jeff,"I'm head of a team that contains people of your level. I'm certainly your superior, let's leave it at that. I'm on your remuneration committee, so fingers crossed for that bonus, Jeff.",JLB
6,1,Mark,Mark,"What's funnier, zero bonus or, like, a humiliating £103? Both are very funny.",JLB
6,1,Jeremy,Mark,"Hey, man, can't stop, just to say, it's all going super great down there.",JLB
6,1,Mark,Jeremy,"You're not leaving, Jeremy, you've got to stay until at least five or it makes me look bad.",JLB
6,1,Jeremy,Mark,"I've made like, four sales, I'm zinging. Colin's put me the top of the leaderboard. I'm in line for Pizza Hut vouchers.",JLB
6,1,Mark,Jeremy,You're king of the farmyard? You're in line for the free garlic bread?,JLB
6,1,Jeremy,Mark,What's-?,JLB
6,1,Mark,Jeremy,Fire alarm.,JLB
6,1,Jeremy,Mark,"Oh, God, look at you.",JLB
6,1,Mark,Jeremy,What?,JLB
6,1,Jeremy,Mark,Frightened little mouse.,JLB
6,1,Mark,Jeremy,"It's a fire alarm, Jeremy.",JLB
6,1,Jeremy,Mark,"Oh, yeah, right, like there's a fire. There's never a fire, Mark, it just doesn't happen. I mean, maybe in a film but-",JLB
6,1,Mark,Jeremy,"So what, there's never been a fire, anywhere?",JLB
6,1,Jeremy,Mark,"Not in an office, in England. God, you're pathetic. Ooh, fire, please don't burn me or my possessions. I'm so important and flammable.",JLB
6,1,Mark,Others,Is this a test?,JLB
6,1,Others,Mark,"No, not a test.",JLB
6,1,Jeremy,Mark,"Come on, Mark, fucking hell, get your elbows in. It's all gone Backdraft.",JLB
6,1,Mark,Dobby,What's going on?,JLB Car Park
6,1,Dobby,Mark,"There's a rumour in that huddle of third-floor Daleks that it's a test, but the phone pigs are sure there was a fire in the farmyard kitchen.",JLB Car Park
6,1,Jeff,Mark,"The maintenance man's pulling his pud in the Portakabin. Come on, you're management, Corrigan, get it sorted.",JLB Car Park
6,1,Mark,Jeff,"Right, chance would be a fine thing.",JLB Car Park
6,1,Mark,Mark,"That's a thing that people say, isn't it?",JLB Car Park
6,1,Gerrard,Lisa,"Apparently the reset code needs to be authorised from Frankfurt, if you can believe it.",JLB Car Park
6,1,Lisa,Mark,"Mark, can't you reset it?",JLB Car Park
6,1,Mark,Lisa,"Chance would be a fine thing, Lisa!",JLB Car Park
6,1,Jeff,Mark,"I know what we should do, coffee run. Corrigan, two hundred lattes.",JLB Car Park
6,1,Mark,Jeff,"Good one, Jeff. Chance would be a fine thing. A fine thing, indeed.",JLB Car Park
6,1,Mark,Mark,"Hmm, saying that too often now.",JLB Car Park
6,1,Mark,Jeff,"Everything's under control. We'll, we'll have it all sorted, as soon as, quick as.",JLB Car Park
6,1,Mark,Mark,"Oh, thank God, Johnson. The great helmsman can march us to a grain depot and we can bed down for the night.",JLB Car Park
6,1,Johnson,Others,"Hello! Everyone, listen! So, listen up, I just got in from Aberdeen. And I wanna warn you that you're probably gonna be hearing a lot of rumours, but I can reassure you that Steffan Strauss and the rest in Frankfurt are doing everything they can. Talks are ongoing and... everything's looking promising. But I need to inform you that you're all officially unemployed.",JLB Car Park
6,1,Others,Johnson,What?!,JLB Car Park
6,1,Mark,Mark,"But no, I've just started being a boss! What about my Danish sofa, what about my keyboard? I didn't get to show Dad a business card.",JLB Car Park
6,1,Johnson,Others,"The doors are locked. JLB Credit UK is no longer existent. Thank you and goodnight, England.",JLB Car Park
6,1,Mark,Johnson,"Alan, Alan, where do management go? Alan, let me in, Alan!",JLB Car Park
6,1,Mark,Mark,The last Beemer out of Saigon. I'm at the mercy of the Vietnamese peasants. Please don't put me in a bamboo cage.,JLB Car Park
6,1,Jeremy,Mark,"Wow, so everything's just gone tits up. I mean, how mad is that, headfuck or what?",JLB Car Park
6,1,Mark,Jeremy,"Yes, Jeremy, it is indeed a headfuck.",JLB Car Park
6,1,Jeremy,Mark,"Exactly, Pete was just saying a bunch might go down the Crown.",JLB Car Park
6,1,Mark,Jeremy,The Crown?,JLB Car Park
6,1,Jeremy,Mark,"You know, down to the Crown, where everyone goes on a Friday?",JLB Car Park
6,1,Mark,Jeremy,"Oh, right, yeah, yeah, down the Crown.",JLB Car Park
6,1,Mark,Mark,"Great, one morning and he fits in better than me.",JLB Car Park
6,1,Mark,Mark,"Gone, all the lovely power. Argh, might as well delete my spreadsheet of her coffee break times.",Pub
6,1,Jeremy,Mark,"I cannot believe this, I can't. They've really screwed us, man.",Pub
6,1,Mark,Jeremy,"They've screwed me, they've diddled you, at most.",Pub
6,1,Jeremy,Mark,"It's like JLB never existed, poof, just poof, gone, so sad.",Pub
6,1,Jeremy,Mark,Ooh.,Pub
6,1,Mark,Mark,"Argh, Sophie, alcohol.",Pub
6,1,Jeremy,Mark,That can't be good for our baby.,Pub
6,1,Mark,Jeremy,"It's not our baby, can you stop saying that? Ouch, another one.",Pub
6,1,Jeremy,Mark,"You should give her a warning look, Mark. Let's try and give her a warning look.",Pub
6,1,Mark,Jeremy,"Is it OK, do you think, to get involved? I guess a bit of one of us is on board. The baby is a bit like our embassy on her territory.",Pub
6,1,Jeremy,Mark,"Let's not have a little pisshead, Mark.",Pub
6,1,Mark,Mark,"Urgh, the first of many pub visits the baby's going to ruin.",Pub
6,1,Jeremy,Sophie,"Hi, we were just wondering...",Pub
6,1,Sophie,Jeremy,What?,Pub
6,1,Jeremy,Sophie,"The wine, Soph.",Pub
