Season,Episode,Speaker,To,Line,Location
3,1,Jeremy,Jeremy,"OK Jez, the love of your life's coming back today, finish this shitty relationship. Shot to the head, nice clean kill.",Michelle's House
3,1,Michelle,Jeremy,You're gonna have to plunge a lot harder than that. It's compacted grease.,Michelle's House
3,1,Jeremy,Michelle,Yeah.,Michelle's House
3,1,Jeremy,Jeremy,"She might go angry, and I don't like her when she's angry. Just got to tough it out.",Michelle's House
3,1,Jeremy,Michelle,"Um, listen, Michelle, about us.",Michelle's House
3,1,Michelle,Jeremy,"I've been thinking about us. You know I'm looking for a lodger, and you and me do go really good together. Well, I was thinking, how about you move in?",Michelle's House
3,1,Jeremy,Michelle,"Oh, right. That's interesting, because I was thinking that I like you loads and loads, obviously, but that also we could not see each other any more.",Michelle's House
3,1,Michelle,Jeremy,Stop seeing each other? How's that gonna work?,Michelle's House
3,1,Jeremy,Michelle,"Well, I mean instead of us calling each other up and kind of meeting up and hanging out, we could try... not.",Michelle's House
3,1,Michelle,Jeremy,"Jez, you're so funny! What are you afraid of?",Michelle's House
3,1,Jeremy,Michelle,You.,Michelle's House
3,1,Jeremy,Jeremy,"Nothing, it's just-",Michelle's House
3,1,Michelle,Jeremy,"See, what I'm hearing loud and clear is that you're desperate for this relationship to grow, you just don't know how to make it happen.",Michelle's House
3,1,Jeremy,Michelle,"Right, no, kind of what I was saying was that we should split up and not see each other any more because-",Michelle's House
3,1,Michelle,Jeremy,"Shhh, Jez, you've had your say, now it's my turn. You know how we have such an amazing time in bed together.",Michelle's House
3,1,Jeremy,Michelle,"Well, yeah.",Michelle's House
3,1,Michelle,Jeremy,"Well, I was thinking, what if we took it to the next level? Like, act out our dirtiest fantasies.",Michelle's House
3,1,Jeremy,Michelle,"Yeah. I mean, what would that involve exactly?",Michelle's House
3,1,Michelle,Jeremy,Anything. You can tell Michelle.,Michelle's House
3,1,Jeremy,Michelle,I guess I've always wondered what it might be like to have a threesome. Is that too much?,Michelle's House
3,1,Michelle,Jeremy,Are you kidding? That's vanilla. Let's do it.,Michelle's House
3,1,Mark,Mark,"Tonight's the night, Sophie's actually coming over, for some work. I don't actually think there'll be much work, except sex work. Don't think of it like work. Fish pie, then missionary sex and Newsnight afterwards. Classic. Might make a joke about Paxman and the economics woman. Paxo... Paxo wants to stuff... stuffing... there's got to be a joke there.",Underpass
3,1,Mugger,Mark,"All right mate. Will you lend us your phone, mate?",Underpass
3,1,Mark,Mugger,What?,Underpass
