,neg,neu,pos,compound,sentence,episode,speaker,length
0,0.188,0.625,0.188,0.0,"God, I'm nervous, I haven't seen Mark for six months.",1,Jeremy,10
1,0.0,0.343,0.657,0.6956,Hope he's not too horrible.,1,Jeremy,5
2,0.421,0.579,0.0,-0.6249,Maybe he'll have forgotten I tried to steal his girlfriend?,1,Jeremy,10
3,0.0,0.385,0.615,0.4939,I pretty much have.,1,Jeremy,4
4,0.27,0.59,0.14,-0.3682,I'll never forget he tried to steal my girlfriend.,1,Mark,9
5,0.221,0.563,0.216,-0.0191,"But I won't mention it tonight, can't ruin Super Hans' stag.",1,Mark,11
6,0.219,0.479,0.301,0.0516,"With the aid of a self-help CD I loathe, I've reached acceptance.",1,Mark,12
7,0.0,0.704,0.296,0.2732,"Oh, my God, there he is.",1,Mark,6
8,0.0,1.0,0.0,0.0,"Mr. Big, the ex-provider of my cheddar.",1,Jeremy,7
9,0.242,0.44,0.319,0.1779,"Relax, no recriminations on the stag.",1,Mark,6
10,0.18,0.82,0.0,-0.296,"I haven't had a night out for months, no recriminations on the stag.",1,Mark,13
11,0.0,0.508,0.492,0.4404,Good to see you.,1,Jeremy,4
12,0.323,0.456,0.221,-0.3291,Going to relax this shit out with a lean.,1,Jeremy,9
13,0.0,0.577,0.423,0.296,"Yeah, so how's yous?",1,Jeremy,4
14,0.0,0.377,0.623,0.765,"Right, that's good that you're happy.",1,Jeremy,6
15,0.231,0.769,0.0,-0.4585,"I mean, obviously not that happy since Dobby moved to New York.",1,Mark,12
16,0.359,0.641,0.0,-0.4215,"Ugh, I did recriminations on the stag.",1,Mark,7
17,0.0,1.0,0.0,0.0,The Elephant Man never forgets.,1,Jeremy,5
18,0.0,0.455,0.545,0.7184,"Well, this is it, Super Hans' stag.",1,Mark,7
19,0.123,0.877,0.0,-0.1027,"Hard hats on, time to descend into the depths of depravity.",1,Mark,11
20,0.0,1.0,0.0,0.0,"Oi oi, it's Snoopy and the Red Baron, come in, you pair of fucking carb-loaders.",1,Super Hans,15
21,0.0,1.0,0.0,0.0,"Now, the base juices are all paid for, lads, so just choose your fucking additions and let's detox till we've got mega cocks.",1,Super Hans,23
22,0.0,0.792,0.208,0.2732,"Oh, my God, he's cleaned up for the wedding.",1,Jeremy,9
23,0.0,1.0,0.0,0.0,"Iggy's gone to rehab, sober Hans.",1,Jeremy,6
24,0.0,1.0,0.0,0.0,"This stag is one load of PG-rated, Disney-assed, Which?",1,Jeremy,9
25,0.376,0.367,0.257,-0.3167,"Magazine approved, childproof, high-vitamin fucking bullshit.",1,Jeremy,6
26,0.0,1.0,0.0,0.0,"Jez, do you think at some point soon that it's gonna start to degenerate?",1,Mark,14
27,0.0,1.0,0.0,0.0,"Oh, here we go, lads, more juice.",1,Super Hans,7
28,0.121,0.676,0.203,0.3265,"I'm just not sure how much more juice I can manage, to be honest.",1,Mark,14
29,0.0,0.804,0.196,0.296,"Yeah, after you've had three or four really big juices...",1,Jeremy,10
30,0.0,0.763,0.237,0.8271,"So listen, I thought we'd hang here for a bit, and then a little stroll down Oxford Street, take in the funny T-shirts, hit one of my fave Prets, more juice, bit of a relax.",1,Super Hans,35
31,0.0,0.734,0.266,0.4404,"Then this avo, shopping, relax, juice, and then Tussauds.",1,Super Hans,9
32,0.254,0.746,0.0,-0.5267,They've got a new waxwork of Zoella and some other wicked YouTubers.,1,Super Hans,12
33,0.0,1.0,0.0,0.0,When do you think it'll degenerate?,1,Mark,6
34,0.0,1.0,0.0,0.0,I would think it'd degenerate soon.,1,Jeremy,6
35,0.268,0.601,0.131,-0.3612,"Oh, pissing pure Innocent smoothie, there's no way we can talk more about juice.",1,Jeremy,14
36,0.0,1.0,0.0,0.0,"See, the thing about juice from most places is you get all the fibre and most of the vitamins, but if it's been pasteurised a fuck-lot of the micro-nutrient content has been neutralised.",1,Super Hans,33
37,0.162,0.442,0.396,0.6329,"Oh no, I don't think so, love, we're not...",1,Super Hans,9
38,0.0,1.0,0.0,0.0,did one of you jokers order this?,1,Super Hans,7
39,0.888,0.112,0.0,-0.7845,"Sorry fuck, wrong table.",1,Megan,4
40,0.0,1.0,0.0,0.0,"What, just to wet the whistle?",1,Super Hans,6
41,0.0,1.0,0.0,0.0,"Exactly, just to wet the whistle.",1,Mark,6
42,0.0,0.769,0.231,0.2732,"Well, if it's just to wet the whistle.",1,Super Hans,8
43,0.0,0.764,0.236,0.4754,"That's right, get that big, old whistle really nice and wet.",1,Jeremy,11
44,0.0,1.0,0.0,0.0,That is quite refreshing.,1,Super Hans,4
45,0.615,0.385,0.0,-0.7506,Oh I just wanna fuck and suck.,1,Super Hans,7
46,0.681,0.319,0.0,-0.7506,I just wanna fuck and suck.,1,Super Hans,6
47,0.0,1.0,0.0,0.0,All the whole night through.,1,Super Hans,5
48,0.081,0.681,0.238,0.5922,"Like, I'm really passionate about my art, but I'm stuck working here, and it's like, when is it going to happen for me, you know?",1,Megan,25
49,0.0,0.847,0.153,0.2023,What are your actual chances of making a living as an artist?,1,Jeremy,12
50,0.297,0.703,0.0,-0.2755,"I don't know, like, not very high?",1,Megan,7
51,0.0,1.0,0.0,0.0,"Exactly, not very high.",1,Jeremy,4
52,0.398,0.455,0.148,-0.4939,"Jez, I want to go full horrible.",1,Super Hans,7
53,0.437,0.563,0.0,-0.4767,Take me to the nasties.,1,Super Hans,5
54,0.0,0.58,0.42,0.4404,"All in good time, Hans.",1,Jeremy,5
55,0.169,0.719,0.112,-0.5574,"Look, I'm a life coach, so when I say ""sometimes you have to kill a dream to follow a dream"", that's advice backed by a professional standards body.",1,Jeremy,28
