,neg,neu,pos,compound,sentence,episode,speaker,length
0,0.225,0.623,0.152,-0.2617,I wonder if anyone has ever been this unhappy while drinking champagne?,1,Mark,12
1,0.0,0.588,0.412,0.4215,"You know, these are nice.",1,Jeremy,5
2,0.0,0.472,0.528,0.6808,"Nice shot of you two, nice font.",1,Jeremy,7
3,0.0,0.423,0.577,0.6249,Just a great all-round package.,1,Jeremy,5
4,0.0,0.577,0.423,0.4466,"That's the last bottle, OK?",1,Mark,5
5,0.0,0.872,0.128,0.3612,"In case you marry someone else called Sophie, who looks exactly like Sophie, and you don't jilt her?",1,Jeremy,18
6,0.0,1.0,0.0,0.0,How's my hot date for tonight?,1,Jeremy,6
7,0.0,0.476,0.524,0.296,"Yeah, I think I remember.",1,Jeremy,5
8,0.0,0.732,0.268,0.296,"Yeah, I think I've got just the guy.",1,Jeremy,8
9,0.0,1.0,0.0,0.0,"Mark, double date, tonight?",1,Jeremy,4
10,0.0,0.545,0.455,0.3612,No... what's she like?,1,Mark,4
11,0.0,1.0,0.0,0.0,"Mark, beggars can't be choosers.",1,Jeremy,5
12,0.0,1.0,0.0,0.0,She's an actual woman.,1,Jeremy,4
13,0.0,1.0,0.0,0.0,I'm not into it.,1,Mark,4
14,0.355,0.645,0.0,-0.296,"No, I'm still technically married.",1,Mark,5
15,0.231,0.769,0.0,-0.3412,I'm not safe to be reintroduced into society yet.,1,Mark,9
16,0.0,0.506,0.494,0.4466,"OK, I've got someone.",1,Jeremy,4
17,0.0,0.676,0.324,0.6956,"Tell her not to get her hopes up, but he's a safe pair of hands.",1,Jeremy,15
18,0.0,0.577,0.423,0.296,"Yeah, see you there.",1,Jeremy,4
19,0.0,1.0,0.0,0.0,You're back in the game!,1,Jeremy,5
20,0.423,0.577,0.0,-0.296,"No, it's too early.",1,Mark,4
21,0.333,0.667,0.0,-0.25,Call her back and cancel.,1,Mark,5
22,0.0,1.0,0.0,0.0,Tell her the whole story.,1,Mark,5
23,0.0,1.0,0.0,0.0,Although... tell me more about her.,1,Mark,6
24,0.357,0.643,0.0,-0.4168,"She's not too sexy, is she?",1,Mark,6
25,0.0,0.484,0.516,0.4939,She's a friend of Paula's.,1,Jeremy,5
26,0.0,1.0,0.0,0.0,"You remember Paula, Toni's sister?",1,Jeremy,5
27,0.0,0.796,0.204,0.3182,Are you sure this isn't going to be a nightmare encounter?,1,Mark,11
28,0.0,0.625,0.375,0.34,We're gonna see a play tonight.,1,Jeremy,6
29,0.0,0.623,0.377,0.6652,"Yeah I know, but relax, it's all different now, they've moved on.",1,Jeremy,12
30,0.0,1.0,0.0,0.0,They use proper actors.,1,Jeremy,4
31,0.0,1.0,0.0,0.0,"You know, Americans and people off the telly.",1,Jeremy,8
32,0.0,0.794,0.206,0.2682,"And they're all based on films, so it's fine.",1,Jeremy,9
33,0.0,1.0,0.0,0.0,We might need to tidy up a bit.,1,Jeremy,8
34,0.0,1.0,0.0,0.0,And we might have to un-tape the DVD and video and TV and Sky remotes.,1,Jeremy,15
35,0.0,1.0,0.0,0.0,"I mean, the Megatron doesn't say ""urban free-wheelers"".",1,Jeremy,8
36,0.0,1.0,0.0,0.0,"It says ""sofa masturbators"", you know?",1,Jeremy,6
37,0.0,1.0,0.0,0.0,What are you doing?,1,Jeremy,4
38,0.0,0.617,0.383,0.4767,Friends of the British Museum magazine.,1,Mark,6
39,0.0,0.787,0.213,0.4019,"Clearly, I'm not a Johnny Depp, Tony Parsons hunk of the month.",1,Mark,12
40,0.0,1.0,0.0,0.0,I need my props.,1,Mark,4
41,0.0,1.0,0.0,0.0,I have my rituals.,1,Mark,4
42,0.0,1.0,0.0,0.0,"Magazine under the arm, Old Meg in the wallet.",1,Mark,9
43,0.0,1.0,0.0,0.0,Still two years off expiry.,1,Mark,5
44,0.0,0.704,0.296,0.2732,"Oh my God, look at her.",1,Mark,6
45,0.0,0.323,0.677,0.6369,"I love her, Jez.",1,Mark,4
46,0.0,1.0,0.0,0.0,I don't know if I can do this.,1,Mark,8
47,0.0,1.0,0.0,0.0,"You stay, I'm gonna go home.",1,Mark,6
48,0.0,0.417,0.583,0.6369,Tell her I love her.,1,Mark,5
49,0.0,1.0,0.0,0.0,Will you keep it together?,1,Jeremy,5
50,0.0,0.299,0.701,0.5719,Just play it cool.,1,Jeremy,4
51,0.0,1.0,0.0,0.0,Maybe she's the one.,1,Mark,4
52,0.0,1.0,0.0,0.0,My marriage was just a warm-up for the one.,1,Mark,9
53,0.0,1.0,0.0,0.0,"Heather, this is Mark.",1,Jeremy,4
54,0.0,1.0,0.0,0.0,She is an actual woman.,1,Mark,5
55,0.0,1.0,0.0,0.0,Shall we get a drink?,1,Paula,5
56,0.0,0.734,0.266,0.4404,"Um... listen, thanks for stepping in at short notice.",1,Heather,9
57,0.0,0.513,0.487,0.5859,"Oh, wow, the samurai exhibition.",1,Heather,5
58,0.376,0.367,0.257,-0.2434,"God, doesn't it look amazing?",1,Heather,5
59,0.09,0.621,0.288,0.5423,"Well, I'm no expert but if it's old and involves swords, I'm basically interested.",1,Mark,14
60,0.0,1.0,0.0,0.0,"I could get us tickets, if that wasn't incredibly forward.",1,Mark,10
61,0.0,0.852,0.148,0.3818,"Oh I'd love to, 'cause um, I did a whole course on it in college, but um, I checked.",1,Heather,19
62,0.0,1.0,0.0,0.0,It's all sold out for the next few weeks.,1,Heather,9
63,0.0,0.672,0.328,0.705,"Well, it is to the shit-munchers, but I'm actually a Friend of the British Museum.",1,Mark,15
64,0.0,0.373,0.627,0.8126,"Oh, right, well, yeah, that would be great.",1,Heather,8
65,0.0,1.0,0.0,0.0,I've already closed on a second date.,1,Mark,7
66,0.0,0.668,0.332,0.2481,This magazine is sexual dynamite!,1,Mark,5
67,0.0,0.477,0.523,0.659,"So, great to see you.",1,Jeremy,5
68,0.0,1.0,0.0,0.0,"Listen, Jez, There's something I needed to tell you.",1,Paula,9
69,0.455,0.545,0.0,-0.3612,It's a bit difficult actually.,1,Paula,5
70,0.0,0.884,0.116,0.2732,"The other day, I found out... well, I was in the clinic and... basically I've got a sexually transmitted disease.",1,Paula,20
71,0.0,1.0,0.0,0.0,I didn't say it was.,1,Paula,5
72,0.0,0.885,0.115,0.0772,I was just telling you in case you want to get tested.,1,Paula,12
73,0.0,1.0,0.0,0.0,"Lots of times it's symptom-less basically, so it's just...",1,Paula,9
74,0.0,1.0,0.0,0.0,"So, what's the biggie?",1,Jeremy,4
75,0.18,0.82,0.0,-0.296,"I mean, no one minds if the Invisible Man comes to dinner.",1,Jeremy,12
76,0.0,1.0,0.0,0.0,Maybe I can get into this.,1,Jeremy,6
77,0.0,1.0,0.0,0.0,"You haven't noticed any unusual discharge from your penis, have you?",1,Paula,11
78,0.565,0.435,0.0,-0.5994,"What, die for me?",1,Others,4
79,0.0,0.462,0.538,0.5413,I prithee speak more kindly.,1,Others,5
80,0.0,1.0,0.0,0.0,Why dost thou frown?,1,Others,4
81,0.0,1.0,0.0,0.0,Oh why at me?,1,Others,4
82,0.0,1.0,0.0,0.0,When do we get to go out?,1,Jeremy,7
83,0.0,1.0,0.0,0.0,"As far as I can make out, we get to go out, for a bit, in an hour.",1,Mark,18
84,0.0,1.0,0.0,0.0,Then we have to come back for two hours.,1,Mark,9
85,0.661,0.339,0.0,-0.5994,I think I'll die.,1,Jeremy,4
86,0.0,1.0,0.0,0.0,"If this was on television, nobody would be watching.",1,Mark,9
87,0.0,1.0,0.0,0.0,Why aren't we watching television?,1,Jeremy,5
88,0.0,1.0,0.0,0.0,I can't believe coming here cost more than a film.,1,Mark,10
89,0.0,1.0,0.0,0.0,I've got Heat on DVD at home.,1,Jeremy,7
90,0.0,1.0,0.0,0.0,"We're watching this, when for less money we could be watching Robert De Niro and Al Pacino.",1,Jeremy,17
91,0.0,1.0,0.0,0.0,...shall wait upon thy cup and fill thee nectar.,1,Others,9
92,0.189,0.811,0.0,-0.1027,I'm going to pretend I am watching Heat.,1,Mark,8
93,0.15,0.536,0.314,0.368,OK. Let's pretend we're just watching Heat,1,Jeremy,7
94,0.0,0.833,0.167,0.4939,"...and with coronets of pearl and bells of gold circling their pretty arms, in a round ivory fount...",1,Others,18
95,0.0,1.0,0.0,0.0,"Look, let's just go.",1,Jeremy,4
96,0.0,1.0,0.0,0.0,We're on a date!,1,Mark,4
97,0.31,0.423,0.268,-0.0772,No date is worth this.,1,Jeremy,5
98,0.0,1.0,0.0,0.0,But I'm back on the horse!,1,Mark,6
99,0.0,1.0,0.0,0.0,He's leaving me with two women.,1,Mark,6
100,0.0,1.0,0.0,0.0,I can't date two women!,1,Mark,5
101,0.0,1.0,0.0,0.0,I can barely date one!,1,Mark,5
102,0.0,1.0,0.0,0.0,I wasn't meant to be out till eleven and it's not even nine!,1,Jeremy,13
103,0.0,1.0,0.0,0.0,I could do anything.,1,Jeremy,4
104,0.0,1.0,0.0,0.0,Here you go mate.,1,Jeremy,4
105,0.0,1.0,0.0,0.0,Go and see the second half.,1,Jeremy,6
106,0.356,0.446,0.198,-0.6369,Can't believe Jeremy left me to soak up bad feeling like a hate sponge.,1,Mark,14
107,0.0,0.641,0.359,0.4215,Lucky I'd already nailed a second date.,1,Mark,7
108,0.0,1.0,0.0,0.0,Maybe she is the one.,1,Mark,5
109,0.0,0.748,0.252,0.4019,"This time, try to definitely decide before doing a wedding.",1,Mark,10
110,0.0,0.319,0.681,0.7518,Hope he's not been murdered.,1,Mark,5
111,0.0,1.0,0.0,0.0,"I bet he has, that would be typical!",1,Mark,8
112,0.492,0.508,0.0,-0.4404,Look what's bloody happened.,1,Jeremy,4
113,0.0,1.0,0.0,0.0,Have we been burgled?,1,Mark,4
114,0.0,1.0,0.0,0.0,That's exactly what I thought.,1,Jeremy,5
115,0.0,1.0,0.0,0.0,Have you called the locksmith?,1,Mark,5
116,0.0,1.0,0.0,0.0,Have the police already been?,1,Mark,5
117,0.135,0.736,0.129,-0.0258,"Well, no, I thought I'd check with you first 'cause, you know, I didn't know if...",1,Jeremy,16
118,0.0,1.0,0.0,0.0,"I mean, what do you call?",1,Jeremy,6
119,0.0,1.0,0.0,0.0,Or do you do it all online now?,1,Jeremy,8
120,0.0,1.0,0.0,0.0,"Why haven't you done anything, Jeremy?",1,Mark,6
121,0.464,0.536,0.0,-0.3818,Maybe I'm in shock.,1,Jeremy,4
122,0.434,0.566,0.0,-0.3182,I've lost some CDs.,1,Jeremy,4
123,0.0,1.0,0.0,0.0,"They've taken my digital camera, my watch, my iPod!",1,Mark,9
124,0.0,1.0,0.0,0.0,And they nicked my little bit of dope.,1,Jeremy,8
125,0.0,1.0,0.0,0.0,"Actually maybe I smoked that, but they might have done.",1,Jeremy,10
126,0.0,0.625,0.375,0.34,They certainly nicked the PlayStation.,1,Jeremy,5
127,0.0,1.0,0.0,0.0,Shall we get some pizza?,1,Jeremy,5
128,0.375,0.625,0.0,-0.34,We're too stressed to cook.,1,Jeremy,5
129,0.204,0.329,0.467,0.6114,I'd nearly broken through on Medal of Honour!,1,Mark,8
130,0.0,1.0,0.0,0.0,They've nicked a hundred and twenty hours of quality me-time!,1,Mark,10
131,0.643,0.357,0.0,-0.5574,"I know, everything's shit.",1,Jeremy,4
132,0.277,0.723,0.0,-0.3182,"You've lost your iPod, I've got chlamydia.",1,Jeremy,7
133,0.0,1.0,0.0,0.0,You've finally caught VD.,1,Mark,4
134,0.0,0.577,0.423,0.296,"Yeah, Paula told me.",1,Jeremy,4
135,0.0,1.0,0.0,0.0,"Still, it's only chlamydia.",1,Jeremy,4
136,0.25,0.75,0.0,-0.4588,"Still, bit of a pisser having to call all your exes?",1,Mark,11
137,0.0,1.0,0.0,0.0,You are going to call your exes?,1,Mark,7
138,0.0,1.0,0.0,0.0,"Jeremy, it makes women infertile.",1,Mark,5
139,0.0,0.694,0.306,0.296,"Yeah, all right, Dr. Miriam Stoppard.",1,Jeremy,6
140,0.0,0.589,0.411,0.2714,"Fine, I'll do it!",1,Jeremy,4
141,0.643,0.357,0.0,-0.5574,They did a shit.,1,Mark,4
142,0.0,1.0,0.0,0.0,That is so- why do burglars do that?,1,Jeremy,8
143,0.189,0.811,0.0,-0.1027,"I think it's nerves, or marking their territory.",1,Mark,8
144,0.0,1.0,0.0,0.0,"Look, it's sort of all...",1,Mark,5
145,0.0,1.0,0.0,0.0,"Oh, that was me actually.",1,Jeremy,5
146,0.0,1.0,0.0,0.0,"You know, I don't always remember to...",1,Jeremy,7
147,0.0,1.0,0.0,0.0,The big date and she's forty-five minutes late.,1,Mark,8
148,0.32,0.267,0.413,0.1779,I'm getting pitying smiles.,1,Mark,4
149,0.0,1.0,0.0,0.0,"Still, got the phone.",1,Mark,4
150,0.0,0.697,0.303,0.1877,You're never alone with a phone.,1,Mark,6
151,0.149,0.851,0.0,-0.0572,Everyone I know doesn't want to talk to me.,1,Mark,9
152,0.0,1.0,0.0,0.0,Why isn't she texting?,1,Mark,4
153,0.31,0.4,0.29,-0.0516,Bereaved is better than stood up.,1,Mark,6
154,0.0,0.694,0.306,0.4754,"It's actually quite nice to see you, Jeremy.",1,Big Suze,8
155,0.0,1.0,0.0,0.0,So I've been getting in touch with all my exes because there's something I need to tell them.,1,Jeremy,18
156,0.0,1.0,0.0,0.0,"But I just thought, why not turn it into a bit of a date?",1,Jeremy,14
157,0.0,0.704,0.296,0.2732,"Well, I've got some news too.",1,Big Suze,6
158,0.0,1.0,0.0,0.0,Me and Johnson are over.,1,Big Suze,5
159,0.0,1.0,0.0,0.0,He's looking for someone more subservient on the internet.,1,Big Suze,9
160,0.0,1.0,0.0,0.0,So what's your news?,1,Big Suze,4
161,0.0,1.0,0.0,0.0,What is my news?,1,Jeremy,4
162,0.0,1.0,0.0,0.0,My news... is that...,1,Jeremy,4
163,0.0,0.816,0.184,0.4466,I've just got this hunch that everything's going to turn out OK in Iraq.,1,Jeremy,14
164,0.0,0.87,0.13,0.2846,"Yeah well obviously everyone seems to have this massive downer on the whole thing but I say, ""It ain't over till it's over, baby.""",1,Jeremy,24
165,0.0,0.684,0.316,0.5719,"So what shall we have to drink, to celebrate?",1,Jeremy,9
166,0.0,0.38,0.62,0.5994,"Well, a Barolo is always nice.",1,Big Suze,6
167,0.0,1.0,0.0,0.0,Can't ask how much.,1,Jeremy,4
168,0.118,0.672,0.21,0.2732,"You have to pretend you're infinitely wealthy, for some reason.",1,Jeremy,10
169,0.0,1.0,0.0,0.0,If only I knew the name of any other wine.,1,Jeremy,10
170,0.0,0.784,0.216,0.296,Is the one Hannibal Lecter drinks real or a joke?,1,Jeremy,10
171,0.0,1.0,0.0,0.0,A bottle of Barolo it is.,1,Jeremy,6
172,0.0,1.0,0.0,0.0,I've just spent forty-five quid on wine.,1,Jeremy,7
173,0.0,1.0,0.0,0.0,"I'm paying, I assume.",1,Jeremy,4
174,0.0,0.448,0.552,0.4019,"Well, you did invite me.",1,Big Suze,5
175,0.0,0.678,0.322,0.2263,There's a fiver's worth right there.,1,Jeremy,6
176,0.0,0.435,0.565,0.5983,"Oh, that is fantastic!",1,Jeremy,4
177,0.0,1.0,0.0,0.0,"This, this is wine.",1,Jeremy,4
178,0.0,0.761,0.239,0.296,"Yeah, look at what these idiots are drinking.",1,Jeremy,8
179,0.0,1.0,0.0,0.0,Look at these dicks!,1,Jeremy,4
180,0.186,0.543,0.271,0.5757,"Obviously it's not really delicious, like hot chocolate or Coke, but for wine... brilliant!",1,Jeremy,14
181,0.0,1.0,0.0,0.0,"Oh, everyone in that restaurant knew I'd been stood up.",1,Mark,10
182,0.238,0.538,0.223,-0.0516,I'd feel better if she had had an accident.,1,Mark,9
183,0.0,1.0,0.0,0.0,I could go to hospital.,1,Mark,5
